district_id,cell_row,cell_col,weight
197,15,5,0.5226938486426336
197,16,5,0.03160496930484772
197,16,6,0.12584704126886323
198,16,5,0.948252463455892
198,16,4,0.009965186342038003
198,17,5,0.04178235020207015
199,15,6,0.055839536618207904
199,16,6,0.942655331477702
199,16,7,0.0015051319040900659
200,15,4,0.22151675546787675
200,15,3,0.5302791034521043
200,16,3,0.12425835781426782
200,16,4,0.12394578326575116
201,14,6,0.9577429725257159
201,15,6,0.042257027474284135
202,13,6,0.6355842703923313
202,14,6,0.006644386964861462
202,13,5,0.2765175098111747
202,14,5,0.08125383283163261
203,15,6,0.933808887060734
203,16,6,0.06619111293926605
204,16,5,0.2607302653542372
204,16,4,0.6917218731624781
204,17,5,0.04600760131993737
204,17,4,0.0015402601633473017
205,14,2,0.9303515515697759
205,14,3,0.0696484484302241
206,14,4,0.03931163119398448
206,14,3,0.4373382021935981
206,15,4,0.1780135083261665
206,15,3,0.34533665828625093
207,16,5,0.35930598138290637
207,16,6,0.39638250330105934
207,17,5,0.049954435014926725
207,17,6,0.19435708030110752
208,13,6,0.06333158994101697
208,14,6,0.5433889704755638
208,14,5,0.3932794395834192
209,15,4,0.7231938753971112
209,15,5,0.0387858681418654
209,16,5,0.0011833198440290736
209,16,4,0.23683693661699426
210,13,6,0.1675469807758824
210,14,6,0.727170758950636
210,14,7,0.10528226027348155
211,14,6,0.13023866992381503
211,15,6,0.7935064634240079
211,14,5,0.0001810078061171723
211,15,5,0.0760738588460599
212,13,6,0.6846365189263703
212,13,5,0.31536348107362977
214,23,9,0.5596068302876004
214,23,10,0.4403931697123997
215,21,8,0.6600596763688182
215,21,9,0.30299950889000343
215,22,9,0.027781030603807138
215,22,8,0.009159784137371028
216,21,8,0.1908740848462341
216,21,9,0.8091259151537658
217,21,10,1.0
218,22,8,1.0
219,21,10,0.39954103699692295
219,21,9,0.600458963003077
220,21,8,0.05790902671733394
220,21,9,0.0004053728928305205
220,22,9,0.2479374137204754
220,22,8,0.6937481866693601
221,21,9,1.0
222,22,9,0.9531428852949787
222,22,8,0.04685711470502124
223,22,9,0.8679871297717733
223,23,9,0.13201287022822672
224,22,10,0.3137111984399246
224,22,9,0.6862888015600754
225,22,10,0.0345002537666724
225,22,9,0.3264953624289871
225,23,9,0.562022771196705
225,23,10,0.07698161260763557
226,20,8,0.02541251451957609
226,21,8,0.07774692978078937
226,20,9,0.17300656078582397
226,21,9,0.7238339949138106
227,20,9,0.18671573079517795
227,20,10,0.37804593109047874
227,21,10,0.2578454988796891
227,21,9,0.17739283923465413
228,20,10,0.32187816221625676
228,21,10,0.6781218377837434
229,23,9,0.6169708675562581
229,23,10,0.38302913244374187
230,22,10,0.34297430618111124
230,22,9,0.6570256938188888
231,20,9,0.009450696928355602
231,21,9,0.9905493030716445
232,21,9,0.7932283709403485
232,22,9,0.20677162905965138
233,22,8,0.3555567635758655
233,22,7,0.6444432364241345
234,21,10,0.15033476312529215
234,21,9,0.18307500939565133
234,22,10,0.13850863092849064
234,22,9,0.5280815965505657
235,22,10,0.0362872778176714
235,23,10,0.9637127221823286
236,24,9,1.0
244,23,10,0.1522867253943361
244,24,10,0.7469680883620593
244,24,9,0.00019943125230831825
244,24,11,0.10054575499129627
240,24,10,0.09970164563949137
240,24,11,0.8718734772644372
240,25,11,0.028272043396162988
240,24,12,0.0001528336999086008
246,23,9,0.18235094739457347
246,23,10,0.21647013846697283
246,24,10,0.0696234131548378
246,24,9,0.5315555009836158
245,23,10,0.9979756810478618
245,24,10,0.0020243189521381645
241,24,10,0.6158400613454365
241,24,9,0.0016028979653512955
241,25,10,0.3696911460517701
241,25,9,0.012865894637441953
237,25,8,0.09749730281028485
237,26,9,0.13368725052832914
237,25,9,0.768815446661386
243,24,10,0.47150678986404504
243,24,9,0.48785527230044484
243,25,9,0.04063793783551005
239,24,8,0.0250211979812962
239,24,9,0.23345804020255312
239,25,8,0.2076866494562723
239,25,10,0.020101571525491916
239,25,9,0.5137325408343865
238,24,9,1.0
247,24,8,0.03357896880591552
247,24,9,0.9664210311940844
242,24,10,0.030949776635223036
242,24,11,0.03749890962596331
242,25,11,0.24277076359546945
242,25,10,0.5103275076451407
242,26,9,0.022393404635519882
242,25,9,0.15605963786268376
259,25,7,0.15189666602112678
259,25,6,0.008169996500594742
259,26,7,0.19330621354017932
259,26,6,0.6466271239380992
260,27,6,0.6190766624484954
260,26,7,0.008390134530219672
260,26,6,0.0009323282866439066
260,27,7,0.28515162829898666
260,28,7,0.08644924643565441
262,27,6,0.07708411066236286
262,26,7,0.5312930345559896
262,26,6,0.39128423580378335
262,27,7,0.00033861897786418806
248,26,8,0.6913373012233215
248,27,8,0.30866269877667846
251,27,6,0.06062570495219039
251,26,7,0.05118029438946042
251,27,7,0.8881940006583492
255,25,8,1.0
269,25,8,0.7618726130107251
269,25,7,0.006741020371354466
269,26,7,0.007518201663758123
269,26,8,0.22386816495416254
249,26,7,0.761585294085915
249,27,7,0.238414705914085
250,27,7,0.6487008982540206
250,27,8,0.3512991017459794
253,27,7,0.47611312326553257
253,27,8,0.5238868767344674
257,26,7,0.6908716900867958
257,26,8,0.30912830991320417
258,27,6,0.1719472818021908
258,27,7,0.8280527181978092
261,26,7,0.3928575177216607
261,26,8,0.3435493036916136
261,27,7,0.044837477164658635
261,27,8,0.218755701422067
263,25,7,0.013999712244162995
263,26,7,0.9860002877558369
264,26,7,0.028626033453187524
264,26,8,0.9713739665468125
265,25,7,0.052385663019639234
265,26,7,0.8923952070291118
265,26,8,0.05521912995124897
267,26,7,0.9540660080811478
267,26,8,0.04593399191885222
268,27,7,0.9998110773757644
268,27,8,0.00018892262423568208
256,26,9,0.43759616030408716
256,26,8,0.5111508758111459
256,27,8,0.05125296388476688
252,25,8,0.19989757062541344
252,26,9,0.11493346226527555
252,25,9,0.02773403557839509
252,26,8,0.6574349315309159
266,25,8,0.7594952262554279
266,25,7,0.2405047737445721
254,25,8,0.07381335982082124
254,25,7,0.8601610336746148
254,26,7,0.06602560650456388
276,16,17,0.01085015661834107
276,16,16,0.33164659781193545
276,17,16,0.6575032455697236
